Scaffold rank,Compounds,Severe cliffs,Cliff density,Intra-scaffold sigma,Mean pIC50,Contains patent-excl,Scaffold SMILES
110,5,0,0.0,0.2296748351561735,7.33213213178021,False,O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6ncccc6c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2
111,5,0,0.0,0.475221594534566,4.5945616877849815,False,O=C(/C=C/c1ccccn1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O
112,5,0,0.0,0.4477958194468896,5.653722483393365,False,O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)oc2c1)N1CCCCC1
113,5,0,0.0,0.2975642229057992,8.044369749923272,False,O=C(c1ccc2cc(-c3cc4cccc(C5CCNCC5)c4n3CC3CC3)nn2c1)N1CC2CCC1C2
114,5,0,0.0,0.0971764656892565,7.1851353131814575,False,O=C1CCc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CCCCC7)ccc6[nH]5)n(CC5CC5)c4n3)ccc2N1
115,5,0,0.0,0.4055133457711904,6.055782386303454,False,O=C(c1cc2c3c(c1)nc(-c1cc4ccccc4n1Cc1ccccc1)n3CCO2)N1CCCCC1
116,5,0,0.0,0.447213595499958,5.8,False,O=C(c1ccc2[nH]c(-c3cccnc3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2
117,5,0,0.0,0.0684317643465623,6.04997549464332,False,O=C1NCCc2cc3[nH]c(-c4cc5ccncc5n4CC4CC4)nc3cc21
118,5,0,0.0,0.222053815818698,7.153415611233538,False,O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5ccncc5)nc4n3CC3CC3)nc2c1)N1CCCCC1
119,4,0,0.0,0.1774689844612466,7.324497371149135,False,O=C1CCc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4c3)ccc2N1
120,4,0,0.0,0.0,4.939302159646388,True,O=C(/C=C/c1cccnc1)C1C(=O)NC2NCCCC2C1c1ccccc1
121,4,0,0.0,0.3600763818566247,7.333715492824527,False,O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]ccc(=O)c6c5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2
122,4,0,0.0,0.2663305941722592,6.292697932102259,False,O=C1NCc2ccc(-c3ccc4cc(-c5cc6ccc(C(=O)N7CCCCC7)cn6n5)n(CC5CC5)c4n3)cc21
124,4,0,0.0,0.4405430185310018,3.345253814141925,False,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
125,4,0,0.0,0.4696510798231941,4.704476619734791,True,O=C(/C=C/c1ccccn1)C1C(=O)NC2CCCCC2C1c1ccccc1
126,4,0,0.0,0.4733864856602274,5.688303109208813,False,O=C(c1ccn2cc(-c3cc4ccccc4n3Cc3ccncc3)nc2c1)N1CCCCC1
127,4,0,0.0,0.4946766968729031,6.343531916522425,False,O=C1NCc2cc(-c3ccc4cc(-c5cc6ccc(C(=O)N7CCCCC7)cn6n5)n(CC5CC5)c4n3)ccc21
128,4,0,0.0,0.8013922034946653,5.285152918829584,False,O=C(N[C@@H]1CCNC1)c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1
129,4,0,0.0,0.3226009612388991,7.586961023769016,False,O=C1NCc2ccc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4n3)cc21
130,4,0,0.0,0.2412130306476808,7.2611687105294305,False,O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cccnc5)cc4n3CC3CC3)nc2c1)N1CCCCC1
131,4,0,0.0,0.47195798924198,5.966505369379736,False,O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)sc2c1)N1CC2CCC1C2
132,4,0,0.0,0.0,5.761439372640169,True,O=C(c1ccc2c(c1)nc(-c1cccn1CC1CC1)n2CC1CCC1)N1C[C@H]2CC[C@@H]1C2
