inchi_key_a,inchi_key_b,tanimoto,pic50_a,pic50_b,delta_pic50,cliff_tier,source_combination,patent_exclusive_a,patent_exclusive_b,any_patent_exclusive,ecfp4_only_cliff,tanimoto_ecfp6
WNVSDECEZODUPK-JAEXGXQOSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.872093,7.481486060122112,5.389872386924004,2.0916136731981076,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.8166666666666667
WNVSDECEZODUPK-JAEXGXQOSA-N,XFHAKEMVOHEDCX-NYESITDKSA-N,0.8,7.481486060122112,6.374687549038325,1.1067985110837872,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WNVSDECEZODUPK-JAEXGXQOSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8426966,7.481486060122112,5.653255945395151,1.8282301147269608,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WNVSDECEZODUPK-JAEXGXQOSA-N,FQMRJTKRSGTZGA-CRLCSLCLSA-N,0.85882354,7.481486060122112,6.320572103387882,1.1609139567342304,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WNVSDECEZODUPK-JAEXGXQOSA-N,IEDUCHTZVMPXRI-TWDLTGNASA-N,0.8045977,7.481486060122112,6.481486060122112,1.0,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WNVSDECEZODUPK-JAEXGXQOSA-N,XKZWCVYYFYFPGX-LDZQUKMZSA-N,0.80898875,7.481486060122112,6.47755576649368,1.0039302936284322,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
RTDXVNREPXJNCF-YLBOGKAESA-N,ZZXHCVIIEJEFMW-ABNDPDSASA-N,0.8181818,6.7258421507363195,7.958607314841775,1.2327651641054551,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZANMCXUVQQBPMY-GOJCXORZSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.83146065,7.187086643357144,5.389872386924004,1.79721425643314,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZANMCXUVQQBPMY-GOJCXORZSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8043478,7.187086643357144,5.653255945395151,1.5338306979619931,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WTSASHWPWMRDLY-BTDDGAACSA-N,DOBUFQCURIHFSH-YADARESESA-N,0.8020833,7.431798275933005,5.73754891026957,1.6942493656634348,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|pubchem_confirmatory,False,False,False,False,
FOBNOYWWYUHZGJ-CPWPOOERSA-N,DYXJONFPYHVUNN-QYHPCCJNSA-N,0.8068182,7.4089353929735005,6.318758762624412,1.090176630349088,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
FOBNOYWWYUHZGJ-CPWPOOERSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.85882354,7.4089353929735005,5.685922008220788,1.7230133847527123,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
FOBNOYWWYUHZGJ-CPWPOOERSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.83908045,7.4089353929735005,5.340844719059372,2.0680906739141287,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7619047619047619
FOBNOYWWYUHZGJ-CPWPOOERSA-N,FQMRJTKRSGTZGA-CRLCSLCLSA-N,0.8255814,7.4089353929735005,6.320572103387882,1.0883632895856188,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
FOBNOYWWYUHZGJ-CPWPOOERSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.80898875,7.4089353929735005,5.8655041441653255,1.543431248808175,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
FOBNOYWWYUHZGJ-CPWPOOERSA-N,QXAORQAEXXCHPT-TWDLTGNASA-N,0.82758623,7.4089353929735005,6.355561410532161,1.0533739824413395,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XSOFYILRXPOXMM-CCWBKVMBSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,7.639094692393726,5.685922008220788,1.9531726841729382,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XSOFYILRXPOXMM-CCWBKVMBSA-N,GWPCNDJPVHVXQX-VJTFINOGSA-N,0.82417583,7.639094692393726,6.59176003468815,1.0473346577055764,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XSOFYILRXPOXMM-CCWBKVMBSA-N,XKZWCVYYFYFPGX-LDZQUKMZSA-N,0.82222223,7.639094692393726,6.47755576649368,1.1615389259000466,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XSOFYILRXPOXMM-CCWBKVMBSA-N,VPRIXAPXYJHZRG-RXEARMEOSA-N,0.80851066,7.639094692393726,6.130181792020672,1.5089129003730548,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
LXTPBYAFKDAHIK-GNTVVGMTSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.82758623,7.1938200260161125,5.685922008220788,1.5078980177953243,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
LXTPBYAFKDAHIK-GNTVVGMTSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.80898875,7.1938200260161125,5.340844719059372,1.8529753069567407,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
LXTPBYAFKDAHIK-GNTVVGMTSA-N,AAUHSICUDJELSM-FWLHTVFYSA-N,0.8,7.1938200260161125,5.945770090136603,1.2480499358795099,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
HNAWIPFBXDTQKU-WZVKSPBRSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,7.42021640338319,5.685922008220788,1.7342943951624017,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCBFJYQGXZLBPR-IKXBFRDRSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8181818,7.136677139879544,5.685922008220788,1.450755131658756,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCBFJYQGXZLBPR-IKXBFRDRSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.8,7.136677139879544,5.340844719059372,1.7958324208201724,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCBFJYQGXZLBPR-IKXBFRDRSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8111111,7.136677139879544,5.8655041441653255,1.2711729957142186,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
PPYDIYQJBOFKJJ-CCWBKVMBSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.83146065,7.638272163982407,5.389872386924004,2.2483997770584025,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7741935483870968
PPYDIYQJBOFKJJ-CCWBKVMBSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8043478,7.638272163982407,5.653255945395151,1.9850162185872557,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZDBVVDUTDBVYHC-BTDDGAACSA-N,AJMGZTAKLANPED-CRLCSLCLSA-N,0.81395346,7.886056647693163,6.886056647693163,1.0,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZDBVVDUTDBVYHC-BTDDGAACSA-N,FQMRJTKRSGTZGA-CRLCSLCLSA-N,0.8352941,7.886056647693163,6.320572103387882,1.5654845443052814,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZDBVVDUTDBVYHC-BTDDGAACSA-N,VVJOEHPCXCWWBD-KIKFKFQISA-N,0.80898875,7.886056647693163,6.701146923590294,1.1849097241028694,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZDBVVDUTDBVYHC-BTDDGAACSA-N,HOYFQQGGIVDXAF-NYESITDKSA-N,0.8202247,7.886056647693163,6.8326826652518236,1.0533739824413395,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZDBVVDUTDBVYHC-BTDDGAACSA-N,ORALVNWJRJMLLQ-SGAJGPLNSA-N,0.9047619,7.886056647693163,6.8297382846050425,1.0563183630881205,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
MNRHEYODBDCHHO-OPYALOGVSA-N,XOIUBWNWSVROLJ-OPYALOGVSA-N,0.8202247,6.866461091629783,8.045757490560675,1.1792963989308918,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
LFPPSFVNBGNNPR-UCDZCMRKSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.89411765,7.886056647693163,5.685922008220788,2.200134639472375,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.8620689655172413
LFPPSFVNBGNNPR-UCDZCMRKSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.83146065,7.886056647693163,5.340844719059372,2.5452119286337913,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7950819672131147
LFPPSFVNBGNNPR-UCDZCMRKSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8021978,7.886056647693163,5.8655041441653255,2.0205525035278376,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.768
LFPPSFVNBGNNPR-UCDZCMRKSA-N,QXAORQAEXXCHPT-TWDLTGNASA-N,0.8,7.886056647693163,6.355561410532161,1.530495237161002,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
LFPPSFVNBGNNPR-UCDZCMRKSA-N,QEFYHTWMHLVBQJ-CCWBKVMBSA-N,0.84615386,7.886056647693163,6.8696662315049934,1.0163904161881696,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
KMHVWSYZPXHNLI-JAEXGXQOSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.872093,7.161150909262744,5.389872386924004,1.77127852233874,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
KMHVWSYZPXHNLI-JAEXGXQOSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8426966,7.161150909262744,5.653255945395151,1.5078949638675931,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
CGWRMBYFKYPJSA-RXEARMEOSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.82758623,7.568636235841012,5.685922008220788,1.882714227620224,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
CGWRMBYFKYPJSA-RXEARMEOSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.80898875,7.568636235841012,5.340844719059372,2.2277915167816404,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7480314960629921
CGWRMBYFKYPJSA-RXEARMEOSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8,7.568636235841012,5.8655041441653255,1.7031320916756867,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
CGWRMBYFKYPJSA-RXEARMEOSA-N,QXAORQAEXXCHPT-TWDLTGNASA-N,0.8181818,7.568636235841012,6.355561410532161,1.2130748253088512,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
UUCBMATYTOQCBV-CRLCSLCLSA-N,PEOALMVPXVMWBD-LCRYKWFRSA-N,0.8152174,7.958607314841775,6.732828271596986,1.2257790432447884,broad,bindingdb|chembl|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
YSMXCGSHAOODKA-CPWPOOERSA-N,XOIUBWNWSVROLJ-OPYALOGVSA-N,0.83146065,6.995678626217358,8.045757490560675,1.050078864343317,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
YSMXCGSHAOODKA-CPWPOOERSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,6.995678626217358,5.685922008220788,1.3097566179965696,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XOIUBWNWSVROLJ-OPYALOGVSA-N,RACXTZOZUFVBBE-BYICHJTDSA-N,0.80898875,8.045757490560675,6.987162775294828,1.0585947152658468,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XOIUBWNWSVROLJ-OPYALOGVSA-N,NEEVNRSYPWVLMF-KUVLNDGKSA-N,0.80898875,8.045757490560675,6.950781977329818,1.0949755132308567,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
ZZXHCVIIEJEFMW-ABNDPDSASA-N,NEEVNRSYPWVLMF-KUVLNDGKSA-N,0.89411765,7.958607314841775,6.950781977329818,1.0078253375119566,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
QIRZFASKHQMJSA-HRQYYILTSA-N,FEAAPSIVYRPJMS-ZHKUBPBOSA-N,0.8148148,7.301029995663981,6.268411234813261,1.0326187608507205,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
QIRZFASKHQMJSA-HRQYYILTSA-N,ZDTTWDHETLQVDM-QZPZUKOXSA-N,0.8,7.301029995663981,6.231361898752386,1.0696680969115953,broad,bindingdb|chembl|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
UPUAJTPIEIEBEZ-BTDDGAACSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,7.045757490560675,5.685922008220788,1.3598354823398866,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
COPUPBXKZYBZCG-RTBURBONSA-N,BTXDSXLNJIPVNQ-YCTZWBCQSA-N,0.86585367,7.4685210829577455,5.625801742070917,1.8427193408868288,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
AKFLDWOPRDYHRT-ADGSLESKSA-N,BTXDSXLNJIPVNQ-YCTZWBCQSA-N,0.9506173,7.4089353929735005,5.625801742070917,1.7831336509025837,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
WPPGVUDJTWDNTC-WOJBJXKFSA-N,BTXDSXLNJIPVNQ-YCTZWBCQSA-N,0.8452381,7.568636235841012,5.625801742070917,1.9428344937700954,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCWPKXTWFCSJFA-ZSADTWRWSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8021978,7.1249387366083,5.8655041441653255,1.2594345924429744,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IKVBVRRECBVBRZ-CCWBKVMBSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.80898875,7.522878745280337,5.685922008220788,1.8369567370595492,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IKVBVRRECBVBRZ-CCWBKVMBSA-N,DVTGDRXLJWGNBG-JAEXGXQOSA-N,0.8,7.522878745280337,6.510041520575165,1.012837224705172,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IKVBVRRECBVBRZ-CCWBKVMBSA-N,BJEGYQKJPTWECF-CCWBKVMBSA-N,0.8111111,7.522878745280337,6.330683119433888,1.1921956258464492,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IKVBVRRECBVBRZ-CCWBKVMBSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8021978,7.522878745280337,5.8655041441653255,1.657374601115012,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IKVBVRRECBVBRZ-CCWBKVMBSA-N,QXAORQAEXXCHPT-TWDLTGNASA-N,0.8,7.522878745280337,6.355561410532161,1.1673173347481764,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
GAJPWPWNHDWJIG-CCWBKVMBSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,7.42021640338319,5.685922008220788,1.7342943951624017,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
GKUOJRFISXLTRQ-GNTVVGMTSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8,7.552841968657781,5.685922008220788,1.8669199604369924,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
JUXIEDUTQMSFCE-BTDDGAACSA-N,POJYPFPOQWSPGY-LCRYKWFRSA-N,0.8131868,7.886056647693163,6.787812395596042,1.0982442520971212,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCRYSDRGCKTKKK-KFHGAJFOSA-N,UGYGQLAFRCVHJW-JWJBQAENSA-N,0.8181818,7.4685210829577455,5.685922008220788,1.7825990747369573,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCRYSDRGCKTKKK-KFHGAJFOSA-N,RAVBZQAQTVGKIV-XBPDSQQVSA-N,0.8,7.4685210829577455,5.340844719059372,2.127676363898374,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7364341085271318
XCRYSDRGCKTKKK-KFHGAJFOSA-N,JLGGAYUHFPLCCK-IKXBFRDRSA-N,0.8111111,7.4685210829577455,5.8655041441653255,1.60301693879242,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
XCRYSDRGCKTKKK-KFHGAJFOSA-N,QXAORQAEXXCHPT-TWDLTGNASA-N,0.80898875,7.4685210829577455,6.355561410532161,1.1129596724255846,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
KWTMYKOLAJKSJN-NHCUHLMSSA-N,AGPQOUQXIGSZRM-NHCUHLMSSA-N,0.83146065,7.180456064458131,5.941194513324095,1.2392615511340361,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
DYQIQCXLEJFKBQ-CRLCSLCLSA-N,VPRIXAPXYJHZRG-RXEARMEOSA-N,0.8,7.327902142064282,6.130181792020672,1.1977203500436104,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
IOWPZLZDXNUXKG-OFKODDFHSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.84444445,7.568636235841012,5.389872386924004,2.178763848917008,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.792
IOWPZLZDXNUXKG-OFKODDFHSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8172043,7.568636235841012,5.653255945395151,1.915380290445861,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
DZUHJHSQFYLSQD-AZHBQHNBSA-N,SMADULGDNOCLOP-GISFHXKWSA-N,0.83146065,7.200659450546418,5.389872386924004,1.8107870636224135,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
DZUHJHSQFYLSQD-AZHBQHNBSA-N,XZEQIKBQYLFCFP-OFKODDFHSA-N,0.8043478,7.200659450546418,5.653255945395151,1.5474035051512667,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,FCRDLQNTRUCVFZ-HLPYOLTBSA-N,0.8,5.389872386924004,6.991399828238083,1.6015274413140785,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,NCNREJRBJOTJAJ-JAEXGXQOSA-N,0.82417583,5.389872386924004,7.6777807052660805,2.287908318342076,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7698412698412699
SMADULGDNOCLOP-GISFHXKWSA-N,UNGYPWLQAZQTIO-ZREWPKOVSA-N,0.8426966,5.389872386924004,7.508638306165726,2.1187659192417216,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7903225806451613
SMADULGDNOCLOP-GISFHXKWSA-N,JNCHIMZOBMWPDY-IBYOELKQSA-N,0.82758623,5.389872386924004,6.8326826652518236,1.4428102783278192,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,YFUKVVRZIHGSBQ-OTXUZITOSA-N,0.8636364,5.389872386924004,7.0655015487564325,1.6756291618324282,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,JONIBQRXWPIIAE-PDKDFQAWSA-N,0.82222223,5.389872386924004,7.318758762624412,1.928886375700408,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,WRHOMFJKHSWYJS-VDOBOPNRSA-N,0.8068182,5.389872386924004,7.619788758288394,2.2299163713643892,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7419354838709677
SMADULGDNOCLOP-GISFHXKWSA-N,MBLHBANEWJXWLO-UCDZCMRKSA-N,0.8,5.389872386924004,7.017728766960431,1.6278563800364267,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,AJMGZTAKLANPED-CRLCSLCLSA-N,0.8068182,5.389872386924004,6.886056647693163,1.4961842607691587,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,IZUMVGWZYCKISG-NYESITDKSA-N,0.81609195,5.389872386924004,7.327902142064282,1.9380297551402776,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,ZJDVPOSOCAZXAB-YLBOGKAESA-N,0.8043478,5.389872386924004,6.886056647693163,1.4961842607691587,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,WAKLAHAMPKKUFW-TWDLTGNASA-N,0.8181818,5.389872386924004,7.275724130399211,1.8858517434752065,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,BARHQTRCOFSNHB-VMFKXFQHSA-N,0.8111111,5.389872386924004,6.655607726314888,1.2657353393908837,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,VVJOEHPCXCWWBD-KIKFKFQISA-N,0.8636364,5.389872386924004,6.701146923590294,1.3112745366662892,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,XKZWCVYYFYFPGX-LDZQUKMZSA-N,0.8,5.389872386924004,6.47755576649368,1.0876833795696754,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,GDNYILLQBQRSAV-TWDLTGNASA-N,0.8181818,5.389872386924004,7.3979400086720375,2.008067621748033,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7580645161290323
SMADULGDNOCLOP-GISFHXKWSA-N,YORKLVSHRPADJU-VMFKXFQHSA-N,0.84090906,5.389872386924004,7.200659450546418,1.8107870636224135,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,PJLWBJYOZPZIFT-ZREWPKOVSA-N,0.82417583,5.389872386924004,7.508638306165726,2.1187659192417216,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7777777777777778
SMADULGDNOCLOP-GISFHXKWSA-N,DUFHJZMKUIJMTQ-IZXGGDEESA-N,0.8064516,5.389872386924004,6.958607314841775,1.5687349279177702,moderate,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
SMADULGDNOCLOP-GISFHXKWSA-N,LHCGWKJDICUCEG-KTBVXVCESA-N,0.8333333,5.389872386924004,7.6777807052660805,2.287908318342076,severe,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,0.7903225806451613
KOKUWMTYGARMHD-DNQXCXABSA-N,LCZLCHOEAQQLPI-DHIUTWEWSA-N,0.8,6.970616222314791,5.896196279044044,1.0744199432707475,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
KOKUWMTYGARMHD-DNQXCXABSA-N,IUNWYIOFTGIVGX-JWQCQUIFSA-N,0.8111111,6.970616222314791,5.8099485822407955,1.1606676400739957,broad,bindingdb|chembl|pubchem_confirmatory|bindingdb|chembl|pubchem_confirmatory,False,False,False,False,
