scaffold_smiles,n_compounds,mean_pic50,std_pic50,pic50_range,contains_patent_exclusive
O=C(CNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1)NCc1ccccc1,12,5.719352974641023,0.3282185584584298,1.103673841729976,False
c1ccccc1,12,4.066610235994542,1.257861737367918,3.674823326868747,False
O=C(c1ccn2cc(-c3cc4ccccc4n3CC3CC3)nc2c1)N1CCCCC1,12,5.690444733765648,0.3833258030840073,1.0,False
O=C(c1ccc2cc(-c3cc4cccnc4n3CC3CC3)nn2c1)N1CC2CCC1C2,12,7.208782028009929,0.49535003068761885,1.500602350569185,False
O=C1NCCc2cc3[nH]c(-c4cc5cccc(OCCn6ccnc6)c5n4CC4CC4)nc3cc21,11,7.513016624906655,0.5914062516089647,1.292931613413308,False
O=C(/C=C/c1ccccc1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,11,4.5686746179837545,0.42806666758803485,0.9393021596463882,False
O=C1NCCc2cc3[nH]c(-c4cc5ccccc5n4Cc4ccno4)nc3cc21,11,6.587169457931799,0.2689897449343531,1.134698573897456,False
O=C(c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1)N1[C@H]2CC[C@@H]1CC2,10,6.858212361897604,1.0177962617500942,3.172630726946174,False
O=C1CC(COc2cccc3cc(-c4cc5ccc(C(=O)N6CCCCC6)cn5n4)n(CC4CC4)c23)CN1,10,7.13578631142545,0.33302211245204844,1.0401929735929976,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@H]6CC[C@@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)C1CC1,10,7.110166643711617,0.14861364075688804,0.5009769038325071,True
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@@H]6CC[C@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)C1CC1,10,7.110166643711617,0.14861364075688807,0.5009769038325071,False
O=C1Cc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4n3)ccc2N1,9,7.258077289539609,0.46669663808500467,1.4965837344890955,False
O=C(c1ccc2[nH]c(-c3cc4sccc4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2,9,7.287232356494625,0.13983576688255292,0.41912930774197577,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccncc5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,9,6.877871383977513,0.23787043734558685,0.7618692858084506,False
O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5ccccc5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,9,6.964369652589124,0.1268764080814331,0.40122598511926455,False
O=C(CNC(=O)c1cc2c(cn1)[nH]c1ccccc12)NCc1ccccc1,9,5.828793666615386,0.39011536762728005,1.2942488226905873,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]c(=O)ccc6c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,8,7.2328935385800746,0.31103550754097714,0.9882615967287558,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccccn5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,8,6.964634469545437,0.28350920023714427,0.8516950450674869,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)oc2c1)N1CC2CCC1C2,8,6.518296155332905,0.5871762327956843,1.6314437690131722,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@@H]6CC[C@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)c1cccnc1,8,7.137945261359969,0.10973905734902734,0.370933367109588,False
O=C(c1ccc2cc(-c3cc4ccnc(OCCn5ccnc5)c4n3CC3CC3)nn2c1)N1CCCCC1,8,6.8794061403230335,1.0706668145723117,2.4712917110589387,False
O=C1NCCc2cc3[nH]c(-c4cc5cccnc5n4CC4CC4)nc3cc21,8,6.396160475128977,0.18350476744525876,0.3979400086720375,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@H]6CC[C@@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)c1cccnc1,8,7.137945261359969,0.10973905734902752,0.370933367109588,True
O=C(/C=C/c1ccccc1)C1C(=O)NC2CCCCC2C1c1ccccc1,7,4.693058965459669,0.42291099251912756,0.9393021596463882,True
O=C(c1ccc2[nH]c(-c3cc4ccccc4n3CC3CC3)nc2c1)N1CCCCC1,7,6.924888323160139,0.5620019929783829,1.6018015452390637,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CCCCN5)ccc4[nH]3)n(CC3CC3)c2n1)C1CC1,7,6.982426367710815,0.14569462399659883,0.4330142202137459,False
O=C(c1ccc2[nH]c(-c3cc4ccc(N5CCC5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,7,6.151151886291065,0.3229348913706694,0.7884469230053055,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]ccc(=O)c6c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,7,7.1890500925121765,0.31115078713650296,0.8507019175322554,False
O=C(c1ccc2[nH]c(-c3cnc(-c4ccccc4)n3CC3CC3)nc2c1)N1CCCCC1,7,5.3643536998924,0.32238343742019215,0.927078228050692,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]c(=O)ccc6c5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2,7,7.407293231069185,0.24688342903505026,0.6886291709977996,False
O=C(c1ccc2c(c1)nc(-c1cc3cccnc3n1CC1CC1)n2C1CC1)N1CCCCC1,7,6.706971222571824,0.6584016305138299,1.7715206714846312,False
O=C1NCCc2cc3[nH]c(-c4cc5cccc(OCCn6cncn6)c5n4CC4CC4)nc3cc21,7,6.817204657901003,0.6491117414122127,2.0,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)nn2c1)N1CC2CCC1C2,7,6.861181262165114,0.34341382211682,0.8740950906196794,False
O=C(c1ccc2cc(-c3cc4ccc(N5CCCCC5)nc4n3CC3CC3)nn2c1)N1CCCCC1,7,5.651327317445825,0.13290330099435468,0.3934042548391563,False
O=C1Cc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CCCCC7)ccc6[nH]5)n(CC5CC5)c4n3)ccc2N1,7,7.047262884827306,0.27126818863166074,0.6020599913279625,False
O=C(c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1)N1CC[C@H]2CC[C@@H]1C2,6,7.055204841458946,0.11634264096560662,0.32525987528848166,True
O=C(c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2,6,5.551051581943135,0.7397857448176011,1.718804249320991,False
O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5cccnc5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,6,6.806916085566964,0.39904582851651166,1.0805448091203722,False
O=C(c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1)N1CC[C@@H]2CC[C@H]1C2,6,7.055204841458946,0.11634264096560651,0.32525987528848166,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cncnc5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,6,7.0545701052479535,0.3348324159264249,0.8469189839058826,False
O=C(c1ccc2[nH]c(-c3cc4ccc(CNC(=O)C56CC(C5)C6)nc4n3CC3CC3)nc2c1)N1CC[C@@H]2CC[C@H]1C2,6,7.089648110375779,0.12029345723615056,0.34640769216293243,False
O=C(c1ccc2[nH]c(-c3cc4ccc(CNC(=O)C56CC(C5)C6)nc4n3CC3CC3)nc2c1)N1CC[C@H]2CC[C@@H]1C2,6,7.089648110375779,0.12029345723615081,0.34640769216293243,True
O=C(c1ccc2[nH]c(-c3cccnc3)nc2c1)N1C[C@H]2CC[C@@H]1C2,6,5.174292915093446,0.27001342300754355,0.5228787452803374,False
O=C1CCc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4n3)ccc2N1,6,7.326711666780544,0.299181712795676,0.8498444750387186,False
O=C(c1ccc2cc(-c3cc4ccc(N5CCCCC5)nc4n3CC3CC3)nn2c1)N1CC2CCC1C2,6,7.026390193731636,0.21169165933394854,0.5740312677277188,False
O=C(c1cc2c3c(c1)nc(-c1cc4ccccc4n1CC1CC1)n3CCN2)N1CCCCC1,6,6.293272885084292,0.5063759475411846,1.240362689494244,False
O=C(c1ccc2cc(-c3cc4cccc(C5CCN(C(=O)C6CCCCO6)CC5)c4n3CC3CC3)nn2c1)N1CCCCC1,6,7.113357027289737,0.3981054929060944,1.066946789630613,False
O=C(c1ccc2cc(-c3cc4cccc(C5CCN(C(=O)C6CCCO6)CC5)c4n3CC3CC3)nn2c1)N1CCCCC1,6,6.939017418729269,0.60733249673634,1.518513939877888,False
O=C(Nc1ccccc1)c1ccc2cc(-c3nc4cc(C(=O)N5CCCCC5)ccc4[nH]3)n(CC3CC3)c2n1,6,6.75401927696754,0.5230484742710324,1.519708698490831,False
O=C(c1ccc2[nH]c(-c3cccn3CC3CC3)nc2c1)N1CCCCC1,6,5.533805013883694,0.40149453613419145,0.9602398954400284,False
O=C(N[C@H]1CCNC1)c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1,6,5.171509509615062,0.8542859077479276,2.3187587626244124,False
O=C(c1ccc2cc(-c3cc4ccccc4n3CC3CC3)sc2c1)N1CCCCC1,6,6.093082691935611,0.2809991861120536,0.7264313934572764,False
O=C(c1ccc2cc(-c3cc4ccccc4n3CC3CC3)oc2c1)N1CCCCC1,6,6.271809905821152,0.5762811109264484,1.5595229195209992,False
O=C(c1ccc2cc(-c3cc4cccnc4n3CC3CC3)oc2c1)N1CC2CCC1C2,6,6.7349716206235035,0.7129397685827085,2.0036041242688256,False
O=C1C=CC2=CC(c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4c3)C=CC2=N1,6,7.415750882328414,0.26933407763224954,0.6886291709977996,True
O=C1CC[C@@H](COc2cccc3cc(-c4cc5ccc(C(=O)N6CCCCC6)cn5n4)n(CC4CC4)c23)N1,6,7.211590123325705,0.294897896354474,0.9030899869919438,False
O=C1C=CC2=CC(c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4n3)C=CC2=N1,6,7.287745194793509,0.31518315592785734,0.8016323462331663,True
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cccnc5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2,6,7.161518741087316,0.3558192613486312,0.922643523367622,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cn[nH]c5)nc4n3CC3CC3)nc2c1)N1CCCCC1,6,7.0493453432880875,0.23564598716656845,0.6532125137753431,False
c1ccc(-c2ccccc2)cc1,5,4.242317467664458,0.22154397609083,0.5542872095319624,False
O=C(c1ccc2[nH]c(-c3cc4ccc(CNC(=O)C56CC(C5)C6)nc4n3CC3CC3)nc2c1)N1CCCCN1,5,6.989950192161127,0.09933285566600736,0.2588431112928333,False
O=C(c1cc2c3c(c1)nc(-c1cc4ccccc4n1CC1CC1)n3CCO2)N1CCCCC1,5,6.029818655252877,0.7277221751366162,1.870181344747122,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cn[nH]c5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2,5,6.90406804343675,0.1458397583569386,0.33169881543043456,False
O=C(c1ccc2[nH]c(-c3cc4ccccc4[nH]3)nc2c1)N1CCCCC1,5,6.833856054923656,0.5166757570042395,1.3326392946759382,False
O=C(c1ccc2[nH]c(-c3cc4ccccc4n3CC3CC3)nc2c1)N1CC2CCC1C2,5,7.164696104063057,0.42943102835934843,1.0408793344677179,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6ncccc6c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,5,7.33213213178021,0.22967483515617357,0.5729576096236544,False
O=C1NCCc2cc3[nH]c(-c4cc5ccncc5n4CC4CC4)nc3cc21,5,6.04997549464332,0.06843176434656235,0.1249387366082999,False
O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5ccncc5)nc4n3CC3CC3)nc2c1)N1CCCCC1,5,7.153415611233538,0.22205381581869804,0.59176003468815,False
O=C(c1ccc2[nH]c(-c3cccnc3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2,5,5.8,0.44721359549995804,1.0,False
O=C(Cc1ccccc1)NCc1ccc2cc(-c3nc4cc(C(=O)N5CCCCN5)ccc4[nH]3)n(CC3CC3)c2n1,5,6.807633981919503,0.2896678403812846,0.7068767542546075,False
O=C(CNC(=O)c1ccccc1)NCc1ccccc1,5,5.465608989553161,0.299983205760261,0.7049037049053002,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]c(=O)ccc6c5)nc4n3CC3CC3)nc2c1)N1CCCCC1,5,7.0750373931989206,0.20489847862334787,0.4685210829577455,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)oc2c1)N1CCCCC1,5,5.653722483393365,0.4477958194468896,1.1629251730746129,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@@H]6CC[C@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)c1ccccc1,5,6.99976832891052,0.28439124519392206,0.7141259870432197,False
O=C(c1ccc2cc(-c3cc4ccccc4n3CC3CC3)oc2c1)N1CC2CCC1C2,5,6.838564855193925,0.4836364180333707,1.0543576623225928,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CC[C@H]6CC[C@@H]5C6)ccc4[nH]3)n(CC3CC3)c2n1)c1ccccc1,5,6.99976832891052,0.2843912451939217,0.7141259870432197,True
O=C1NCCc2cc3[nH]c(-c4cc5ccccc5n4CC4CCC4)nc3cc21,5,6.44329074354593,0.17796418207150633,0.3979400086720375,False
O=C1Cc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4c3)ccc2N1,5,7.3611437648891185,0.15366237921994452,0.40823996531185003,False
O=C1CC[C@H](COc2cccc3cc(-c4cc5ccc(C(=O)N6CCCCC6)cn5n4)n(CC4CC4)c23)N1,5,6.602853646970185,0.5359453616254095,1.3502480183341632,False
O=C(N[C@@H]1CCCNC1)c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1,5,6.350307108359229,0.7322610846792893,1.710708407607263,False
O=C(/C=C/c1ccccn1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,5,4.5945616877849815,0.475221594534566,0.9393021596463882,False
O=C(c1ccn2cc(-c3cc4ccccc4n3Cc3ccccn3)nc2c1)N1CCCCC1,5,5.8346183080674345,0.36980470539514576,0.8269084596628291,False
O=C1CCc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CCCCC7)ccc6[nH]5)n(CC5CC5)c4n3)ccc2N1,5,7.1851353131814575,0.09717646568925657,0.2582780152430315,False
O=C(c1ccc2cc(-c3cc4ccccc4n3CC3CC3)nn2c1)N1CC2CCC1C2,5,7.5286483251828,0.3270772959360783,0.8981265674603929,False
O=C(/C=C/c1cncnc1)c1cnc2ccccc2c1-c1ccccc1,5,4.154901959985743,0.0,0.0,False
O=C(c1ccc2cc(-c3cc4cccc(C5CCNCC5)c4n3CC3CC3)nn2c1)N1CC2CCC1C2,5,8.044369749923272,0.2975642229057992,0.8239087409443187,False
O=C(c1cc2c3c(c1)nc(-c1cc4ccccc4n1Cc1ccccc1)n3CCO2)N1CCCCC1,5,6.055782386303454,0.40551334577119047,0.7403626894942441,False
O=C(c1ccc2cc(-c3cc4ccc(N5CCC5)cc4n3CC3CC3)nn2c1)N1CCCCC1,5,6.23545123124048,0.5458461443584369,1.478806902177288,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cccnc5-c5cncs5)nc4n3CC3CC3)nc2c1)N1CCCCC1,4,6.6589709500888965,0.2417018897289722,0.459482506306947,False
O=C(/C=C/c1cccnc1)c1c(-c2ccccc2)c2cccnc2[nH]c1=O,4,4.939302159646388,0.0,0.0,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cccnc5)cc4n3CC3CC3)nc2c1)N1CCCCC1,4,7.2611687105294305,0.24121303064768082,0.44424002832500786,False
O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4C[C@H]3C[C@H]2C1,4,3.3452538141419246,0.4405430185310018,0.9344984512435675,False
O=C1NCc2ccc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4n3)cc21,4,7.586961023769016,0.3226009612388991,0.6842467475153127,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccccc5)cc4n3CC3CC3)sc2c1)N1CC2CCC1C2,4,5.966505369379736,0.47195798924198,1.0219397649243884,False
O=C(c1ccc2c(c1)nc(-c1cc3cccnc3n1CC1CC1)n2C1CC1)N1[C@H]2CC[C@@H]1CC2,4,7.250813243999953,0.28865388021651794,0.6939102055666169,False
O=C(c1ccc2c(c1)nc1n2Cc2cccc(c2)-c2ccccc2CCCCn2c-1cc1cccnc12)N1CCCCC1,4,7.339150205998232,0.3175479571933665,0.7152072032067043,False
O=C(c1ccc2c(c1)nc(-c1cccn1CC1CC1)n2CC1CCC1)N1C[C@H]2CC[C@@H]1C2,4,5.761439372640169,0.0,0.0,True
O=C1CC(COc2nccc3cc(-c4cc5ccc(C(=O)N6CCCCC6)cn5n4)n(CC4CC4)c23)CN1,4,7.330544618722391,0.1441512966803695,0.3345033904792878,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc6[nH]ccc(=O)c6c5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2,4,7.333715492824527,0.3600763818566247,0.8219301749622305,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CCCCN5)ccc4[nH]3)n(CC3CC3)c2n1)c1ncccn1,4,7.088106791245248,0.34893191288350556,0.8372727025023003,False
O=C(NCc1ccc2cc(-c3nc4cc(C(=O)N5CCCCN5)ccc4[nH]3)n(CC3CC3)c2n1)c1cccnc1,4,7.07651735851133,0.07306113183861743,0.16941133131485575,False
O=C(c1ccc2[nH]c(-c3cc4scc(-c5cn[nH]c5)c4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2,4,7.436765211632842,0.24155842143296782,0.5404030902638706,False
O=C(c1ccc2[nH]c(-c3cc4scc(C5CCC5)c4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2,4,7.40609919096293,0.2594538250555528,0.6350602514308878,False
O=C(c1ccc2[nH]c(-c3cc4ccc(N5CCCC5=O)nc4n3CC3CC3)nc2c1)N1CCCCC1,4,6.150436478688585,0.283518937119271,0.5855658134664044,False
O=C(c1ccc2[nH]c(-c3cc4ccc(N5CCCCC5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2,4,7.424924514377025,0.26976861595900725,0.5873367345072564,False
O=C(c1ccc2[nH]c(-c3cc4ccc(NC5CC5)nc4n3CC3CC3)nc2c1)N1CCCCC1,4,6.891982950685588,0.24941074358983462,0.5301779840218375,False
O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5ccncn5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,4,6.878043751549188,0.03536426137413592,0.06897620679031391,False
O=C1NCCc2cc3[nH]c(-c4cc5cccnc5[nH]4)nc3cc21,4,6.06246936830415,0.0721334132130137,0.1249387366082999,False
O=C1NCCC2C=c3[nH]c(C4Cc5ccccc5N4CC4CC4)nc3=CC12,4,6.1845757676846915,0.34863947602971096,0.707068386586692,False
O=C(c1ccc2cc(-c3cc4ccc(N5CCCCC5)cc4n3CC3CC3)oc2c1)N1CC2CCC1C2,4,6.7090659093048615,0.9364979326576022,1.7965743332104296,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccc6[nH]ncc6c5)nc4n3CC3CC3)nn2c1)N1CCCCC1,4,6.111543801671965,0.6229571932739484,1.288440868355961,False
O=C(c1ccc2cc(-c3cc4cccc(OCCn5cncn5)c4n3CC3CC3)nn2c1)N1CCCCC1,4,7.491644061128262,0.19809489967265026,0.4771212547196626,False
O=C(c1ccc2cc(-c3cc4ccc(-c5ccc6[nH]c(=O)ccc6c5)cc4n3CC3CC3)nn2c1)N1CCCCC1,4,7.098619869140633,0.12905966437192218,0.30102999566398125,False
O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc(=O)[nH]c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2,4,7.064606485429298,0.24356141534436737,0.5859304910274261,False
O=C(c1ccc2cc(-c3cc4ccnc(OCCn5cnnc5)c4n3CC3CC3)nn2c1)N1CCCCC1,4,7.305462187404089,0.48492101023310097,1.0969100130080562,False
O=C1CCc2cc(-c3ccc4cc(-c5nc6cc(C(=O)N7CC8CCC7C8)ccc6[nH]5)n(CC5CC5)c4c3)ccc2N1,4,7.3244973711491355,0.17746898446124665,0.403019534201313,False
O=C(/C=C/c1nc2ccccc2[nH]1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,4,4.116176469989307,0.07745097999287161,0.15490195998574308,False
O=C(N[C@@H]1CCNC1)c1ccc2[nH]c(-c3cc4cccnc4n3CC3CC3)nc2c1,4,5.285152918829584,0.8013922034946653,1.9053001417970599,False
O=C(c1ccc2cc(-c3cc4cccc(OCCn5cccn5)c4n3CC3CC3)nn2c1)N1CCCCC1,4,6.829013217312122,0.9250454884940345,2.20682587603185,False
O=C1NCc2ccc(-c3ccc4cc(-c5cc6ccc(C(=O)N7CCCCC7)cn6n5)n(CC5CC5)c4n3)cc21,4,6.292697932102259,0.26633059417225924,0.5723248039137019,False
O=C1NCc2cc(-c3ccc4cc(-c5cc6ccc(C(=O)N7CCCCC7)cn6n5)n(CC5CC5)c4n3)ccc21,4,6.343531916522425,0.49467669687290317,1.205054954990998,False
O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,4,3.3452538141419246,0.4405430185310018,0.9344984512435675,False
O=C(/C=C/c1ccccn1)C1C(=O)NC2CCCCC2C1c1ccccc1,4,4.704476619734791,0.4696510798231941,0.9393021596463882,True
